京城屿鹿,5391725507,2022-03-10 21:18:16,湖南,"<a  href=""https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%90%89%E6%9E%97%E5%86%9C%E4%B8%9A%E7%A7%91%E6%8A%80%E5%AD%A6%E9%99%A2%23&isnewpage=1"" data-hide=""""><span class=""surl-text"">#吉林农业科技学院#</span></a> 哈喽别压"
姚睡不睡觉,3854989226,2022-03-10 17:46:59,海外 日本,什么时候才能不清零
我们不熟没话讲,2653341715,2022-03-10 18:41:40,其他,"像极了某些不敢担当的领导和中层干部，2022年了，知错能改才是正确的态度，芝麻大的官别想只手遮天，生命安全大于一切<span class=""url-icon""><img alt=[微笑] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png"" style=""width:1em; height:1em;"" /></span>"
Sharon_赵赵,2567475587,2022-03-10 17:00:03,吉林 长春,这个下头男，人家帮他转发学校的事，他说人家蹭他热度
OromYY,6053017696,2022-03-10 12:44:52,其他,<a href='/n/人民日报'>@人民日报</a> <a href='/n/中国新闻网'>@中国新闻网</a>
仲慕冬葭,3193738613,2022-03-10 21:56:56,重庆,"这就是管理方法——不删除者拿不到毕业证<span class=""url-icon""><img alt=[微笑] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png"" style=""width:1em; height:1em;"" /></span>"
阿西吧炸酱,1615720362,2022-03-10 16:37:39,海外,搜狐你可以处！
临兵斗者皆列在阵前,2731328364,2022-03-10 18:10:01,广西,出于什么思考？学校的操作让人看不懂啊
易修禹,6611720496,2022-03-10 17:22:56,其他,直接上报也跑不了问责吧
满月社长ohmo,6039709433,2022-03-10 17:56:16,其他,只有学校领导不作为嘛？整个吉林省在这次疫情防控的应对都很差，像是新冠疫情第一天爆发一样......
墨墨今天学习了嘛,5878638437,2022-03-10 18:20:54,其他,"我真的很害怕<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>我才知道我闺蜜隔壁就有阳性<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>我现在不知道该跟她说什么说什么都好没用我好没用我什么也做不了<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>她们这会儿在转移没回我消息我也不知道要不要跟她说话<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>我现在除了负面情绪就是负面情绪想不到该说什么能帮帮她<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>语言真的好没用我真的好没用"
糖诗三百首好吃不,6302970077,2022-03-10 21:39:51,重庆 江北区,真的是很不能理解学校的做法
peeeete,1531885993,2022-03-10 17:36:42,其他,想看看政府如何应对，不会一辈子管控吧哈哈
东北陈瑶,6066417775,2022-03-10 18:16:41,吉林 吉林,免职就完了
池柒妹妹__,3658754883,2022-03-10 16:48:20,吉林 长春,"咱说吉林疫情到底怎么样 吉林省的人都有目共睹 别的不说 就都这时候了 谁还能那自己生命开玩笑？说是无脑造谣的人真是站着说话不腰疼 不然你来当志愿者看看？你给学校建方舱定计划？<span class=""url-icon""><img alt=[微笑] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[微笑] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_hehe-0be7e6251f.png"" style=""width:1em; height:1em;"" /></span>"
白大大1990,6599128177,2022-03-10 15:56:51,重庆,<a href='/n/人民日报'>@人民日报</a>
星离雨离星,5586916428,2022-03-10 16:39:18,福建 厦门,"学校一出事做的第一件事就是压事情，而不是解决事情。<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
并不重要就是真理,7412983313,2022-03-10 17:52:47,上海,需要周秉义
t20130217,3192963774,2022-03-10 17:37:43,广东 广州,"感染新冠，就是一辈子完了。就算是轻症也是暂时的，以后会有很严重的后遗症。疫情封控，是关键。<span class=""url-icon""><img alt=[允悲] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_yunbei-a14a649db8.png"" style=""width:1em; height:1em;"" /></span>"
改好名字的Tianlu,1749998807,2022-03-10 17:55:18,其他,这党委书记是没上报这事吗 就他一个人的责任？
燕辛辛,7464709168,2022-03-10 17:58:25,江苏,"我一个次密接都被学校弄出来隔离了，还不知道什么时候能回去<span class=""url-icon""><img alt=""[苦涩]"" src=""https://face.t.sinajs.cn/t4/appstyle/expression/ext/normal/7e/2021_bitter_org.png"" style=""width:1em; height:1em;"" /></span>吉林的干部真的太不作为了<span class=""url-icon""><img alt=[怒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_nu-0ddf642bed.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[怒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_nu-0ddf642bed.png"" style=""width:1em; height:1em;"" /></span><span class=""url-icon""><img alt=[怒] src=""https://h5.sinaimg.cn/m/emoticon/icon/default/d_nu-0ddf642bed.png"" style=""width:1em; height:1em;"" /></span>"
和浩哥哥一起努力呀,1719457415,2022-03-10 18:02:46,江苏 苏州,所以这并不是学校不作为而是地方应急事物处理能力不行呀
尔等还不速速就擒,6086084192,2022-03-10 18:16:36,吉林 吉林,吉林这你还想啥，官官相护
千逐x,7528026443,2022-03-10 17:06:00,吉林 长春,给你多少钱啊？
Summer怪人,3789259985,2022-03-10 15:16:20,吉林 白山,<a href='/n/人民日报'>@人民日报</a> <a href='/n/人民网'>@人民网</a> <a href='/n/央视网'>@央视网</a>
冉冉升起的太阳123456789,2465860585,2022-03-10 21:07:33,吉林 长春,都一样啊，疫情期间菜价疯狂上涨，大白菜2.5一斤，鸡蛋涨到6块一斤，长春市，这种情况也没人管
TONY-FUN,3946688766,2022-03-10 19:03:33,山东 济南,咱也是大学生 真的很吓人 恐怖
那片乌云遮不住天,6275213046,2022-03-10 16:37:11,山东,热搜刚来？被压了多久了
地狱河,1649617657,2022-03-10 18:00:14,广东 深圳,"香港弄那么大一个当官的都没有事<span class=""url-icon""><img alt=[doge] src=""https://h5.sinaimg.cn/m/emoticon/icon/others/d_doge-be7f768d78.png"" style=""width:1em; height:1em;"" /></span>"
存干果的松鼠,1654333085,2022-03-10 18:04:45,浙江 杭州,我觉得作为校方，发现有疫情，肯定是会立刻上报，请求官方支援的（小人一点的说法就是：赶紧甩锅）。学院里的同学发的帖子说一直给疾控中心打电话，被推来推去。问题可能在这里。校方上报，请求支援。结果官方因为xxxx等原因，没给支援，校方捉襟见肘。 被动应对也好，默默支持发酵也好，网上闹大
凉月新荷,2358580207,2022-03-10 17:53:30,北京,只他一个不够，吉林现在不只学校！！
酥酥荔枝冰,6685033817,2022-03-10 19:15:56,河南 郑州,我们学校有次密接和时空伴随的都吓得要死全部带走核检观察隔离一条龙
林加德之怒,1506622017,2022-03-10 17:48:09,上海,什么时候打第四针安慰剂
三更天不作美,2914421343,2022-03-10 14:53:36,吉林,吉林农业科技学院，加油，冲热搜
